vino,okus 
106815,  black currant
106815,  dust
106815,  leather
106815,  ripe cherry
106815,  plum
106815,  raspberry and   mushroom
106816,currant
106816,  blueberry
106816,  blackberry and   strawberry
106817,apple
106817,  peach and   citrus
106819,cherry
106819,  strawberry
106819,  raspberry
106819,  licorice
106819,  anise
106819,  black currant
106819,  blackberry
106819,  dust and   leather
106831,chocolate
106831,  mocha
106831,  fig
106831,  earth
106831,  raisin
106831,  cranberry and   plum
106832,apple
106832,  pear
106832,  peach
106832,  apricot
106832,  lemon
106832,  lime
106832,  orange
106832,  pineapple
106832,  kiwi
106832,  butter
106832,  cream
106832,  vanilla
106832,  ripe cherry
106832,  plum
106832,  strawberry
106832,  raspberry and   mushroom
106833,apple
106833,  pear
106833,  peach
106833,  apricot
106833,  lemon
106833,  lime
106833,  orange
106833,  pineapple
106833,  kiwi
106833,  butter
106833,  cream and   vanilla
106834,licorice
106834,  candy
106834,  dark chocolate and   kirsch
106835,ripe cherry
106835,  plum
106835,  strawberry
106835,  raspberry and   mushroom
106841,tannin
106841,  tobacco and   dark fruit
106842,golden raisin
106842,  peach
106842,  pear
106842,  spice and   vanilla
106844,currant
106844,  black cherry
106844,  plum
106844,  bell pepper
106844,  olive
106844,  oak
106844,  smoke
106844,  toast
106844,  tar
106844,  blackberry
106844,  cherry
106844,  asparagus
106844,  spice
106844,  ginger and   vanilla
106845,currant
106845,  blackberry
106845,  cherry
106845,  bell pepper
106845,  olive
106845,  asparagus
106845,  spice
106845,  ginger
106845,  oak
106845,  vanilla
106845,  black cherry
106845,  plum
106845,  smoke
106845,  toast
106845,  tar
106845,  tobacco
106845,  raspberry
106845,  cassis
106845,  violet
106845,  pepper and   green bean
106846,currant
106846,  black cherry
106846,  plum
106846,  bell pepper
106846,  olive
106846,  oak
106846,  smoke
106846,  toast
106846,  tar
106846,  blackberry
106846,  cherry
106846,  asparagus
106846,  spice
106846,  ginger and   vanilla
106847,currant
106847,  blueberry
106847,  blackberry and   strawberry
106854,currant
106854,  black cherry
106854,  plum
106854,  bell pepper
106854,  olive
106854,  oak
106854,  smoke
106854,  toast and   tar
106865,currant
106865,  blackberry
106865,  cherry
106865,  bell pepper
106865,  olive
106865,  asparagus
106865,  spice
106865,  ginger
106865,  oak and   vanilla
106866,lemon
106866,  apple and   pear
106870,blackberry
106870,  cherry
106870,  smoke and   earth
106871,blackberry
106871,  cherry
106871,  smoke and   earth
106872,stone fruit
106872,  green apple
106872,  pear
106872,  citrus
106872,  honeysuckle and   ripe apple
106874,apple
106874,  pear
106874,  peach
106874,  apricot
106874,  lemon
106874,  lime
106874,  orange
106874,  pineapple
106874,  kiwi
106874,  butter
106874,  cream and   vanilla
106880,apple
106880,  lemon
106880,  citrus
106880,  apricot and   acidic
106883,grass
106883,  gooseberry
106883,  grapefruit
106883,  lime
106883,  melon
106883,  citrus
106883,  mineral and   flint
106888,pineapple
106888,  coriander
106888,  peach
106888,  orange and   grapey
106889,tobacco
106889,  raspberry
106889,  cassis
106889,  violet
106889,  pepper and   green bean
106896,apple
106896,  pear
106896,  peach
106896,  apricot
106896,  lemon
106896,  lime
106896,  orange
106896,  pineapple
106896,  kiwi
106896,  butter
106896,  cream and   vanilla
106899,Cherry
106899,   raspberry
106899,   smoke
106899,   tar
106899,  cherry
106899,  strawberry
106899,  raspberry
106899,  licorice
106899,  anise
106899,  floral
106899,  plum
106899,  black cherry and   tar
106903,currant
106903,  blackberry
106903,  cherry
106903,  bell pepper
106903,  olive
106903,  asparagus
106903,  spice
106903,  ginger
106903,  oak
106903,  vanilla
106903,  black cherry
106903,  plum
106903,  smoke
106903,  toast and   tar
106912,black currant
106912,  blackberry
106912,  dust
106912,  leather
106912,  currant
106912,  blueberry
106912,  strawberry
106912,  blackberry
106912,  violet
106912,  oak
106912,  smoke
106912,  toast and   vanilla
106922,ripe cherry
106922,  plum
106922,  strawberry
106922,  raspberry and   mushroom
106934,currant
106934,  blackberry
106934,  cherry
106934,  bell pepper
106934,  olive
106934,  asparagus
106934,  spice
106934,  ginger
106934,  oak and   vanilla
106938,currant
106938,  black cherry
106938,  plum
106938,  bell pepper
106938,  olive
106938,  oak
106938,  smoke
106938,  toast
106938,  tar
106938,  blackberry
106938,  cherry
106938,  asparagus
106938,  spice
106938,  ginger
106938,  vanilla
106938,  pepper
106938,  earth
106938,  green
106938,  mocha
106938,  lead
106938,  cedar
106938,  molasses
106938,  dark fruit
106938,  tobacco
106938,  raspberry
106938,  cassis
106938,  violet and   green bean
106939,ripe cherry
106939,  plum
106939,  strawberry
106939,  raspberry and   mushroom
106941,apple
106941,  pear
106941,  peach
106941,  apricot
106941,  lemon
106941,  lime
106941,  orange
106941,  pineapple
106941,  kiwi
106941,  butter
106941,  cream and   vanilla
106943,berry
106943,  cherry
106943,  plum
106943,  earth
106943,  leather and   herb
106946,berry
106946,  cherry
106946,  plum
106946,  earth
106946,  leather
106946,  herb
106946,  black currant
106946,  blackberry
106946,  dust and   leather
106948,apple
106948,  peach
106948,  citrus
106948,  stone fruit
106948,  pear and   lemon
106949,lemon
106949,  apple and   pear
106951,black currant
106951,  blackberry
106951,  dust
106951,  leather
106951,  currant
106951,  cherry
106951,  bell pepper
106951,  olive
106951,  asparagus
106951,  spice
106951,  ginger
106951,  oak and   vanilla
106954,currant
106954,  blackberry
106954,  cherry
106954,  bell pepper
106954,  olive
106954,  asparagus
106954,  spice
106954,  ginger
106954,  oak and   vanilla
106955,currant
106955,  blackberry
106955,  cherry
106955,  bell pepper
106955,  olive
106955,  asparagus
106955,  spice
106955,  ginger
106955,  oak
106955,  vanilla
106955,  pepper
106955,  earth
106955,  green
106955,  plum
106955,  mocha
106955,  tobacco
106955,  raspberry
106955,  cassis
106955,  violet and   green bean
106956,red fruit
106956,  strawberry
106956,  raspberry
106956,  currant
106956,  blueberry and   blackberry
106957,pepper
106957,  earth
106957,  green
106957,  plum
106957,  mocha and   currant
106962,currant
106962,  black cherry
106962,  plum
106962,  bell pepper
106962,  olive
106962,  oak
106962,  smoke
106962,  toast
106962,  tar
106962,  tobacco
106962,  raspberry
106962,  cassis
106962,  violet
106962,  pepper
106962,  green bean
106962,  earth
106962,  green and   mocha
106964,honeysuckle
106964,  quince
106964,  melon and   cantaloupe
106971,black currant
106971,  blackberry
106971,  dust and   leather
106972,apple
106972,  pear
106972,  peach
106972,  apricot
106972,  lemon
106972,  lime
106972,  orange
106972,  pineapple
106972,  kiwi
106972,  butter
106972,  cream and   vanilla
106976,currant
106976,  blackberry
106976,  cherry
106976,  bell pepper
106976,  olive
106976,  asparagus
106976,  spice
106976,  ginger
106976,  oak and   vanilla
106979,currant
106979,  blackberry
106979,  cherry
106979,  bell pepper
106979,  olive
106979,  asparagus
106979,  spice
106979,  ginger
106979,  oak and   vanilla
106982,lemon
106982,  apple and   pear
106983,raspberry cherry
106983,   spicebox
106983,   earth
106983,  raspberry
106983,  spice
106983,  dark cherry
106983,  smoke
106983,  blackberry
106983,  cassis
106983,  plum and   cinnamon 
106984,berry
106984,  cherry
106984,  plum
106984,  earth
106984,  leather
106984,  herb
106984,  dark ripe cherry
106984,  dark berry
106984,  blueberry
106984,  spice
106984,  blackberry
106984,  cassis
106984,  plum and   cinnamon 
106988,grass
106988,  gooseberry
106988,  grapefruit
106988,  lime
106988,  melon
106988,  citrus
106988,  mineral and   flint
106989,ripe cherry
106989,  plum
106989,  strawberry
106989,  raspberry and   mushroom
106994,apple
106994,  pear
106994,  peach
106994,  apricot
106994,  lemon
106994,  lime
106994,  orange
106994,  pineapple
106994,  kiwi
106994,  butter
106994,  cream and   vanilla
106995,apple
106995,  pear
106995,  peach
106995,  apricot
106995,  lemon
106995,  lime
106995,  orange
106995,  pineapple
106995,  kiwi
106995,  butter
106995,  cream and   vanilla
107003,lemon
107003,  apple and   pear
107008,currant
107008,  black cherry
107008,  plum
107008,  bell pepper
107008,  olive
107008,  oak
107008,  smoke
107008,  toast
107008,  tar
107008,  blackberry
107008,  cherry
107008,  asparagus
107008,  spice
107008,  ginger
107008,  vanilla
107008,  tobacco
107008,  raspberry
107008,  cassis
107008,  violet
107008,  pepper and   green bean
107011,apple
107011,  pear
107011,  peach
107011,  apricot
107011,  lemon
107011,  lime
107011,  orange
107011,  pineapple
107011,  kiwi
107011,  butter
107011,  cream and   vanilla
107015,ripe cherry
107015,  plum
107015,  strawberry
107015,  raspberry and   mushroom
107016,ripe cherry
107016,  plum
107016,  strawberry
107016,  raspberry and   mushroom
107024,fig
107024,  lemon
107024,  pear
107024,  saffron
107024,  grass
107024,  bell pepper
107024,  gooseberry
107024,  grapefruit
107024,  lime
107024,  melon
107024,  citrus
107024,  mineral
107024,  flint
107024,  orange
107024,   floral
107024,   peach and    honey 
107025,currant
107025,  blackberry
107025,  cherry
107025,  bell pepper
107025,  olive
107025,  asparagus
107025,  spice
107025,  ginger
107025,  oak
107025,  vanilla
107025,  black cherry
107025,  plum
107025,  smoke
107025,  toast
107025,  tar
107025,  tobacco
107025,  raspberry
107025,  cassis
107025,  violet
107025,  pepper and   green bean
107038,blackberry
107038,  cherry
107038,  smoke and   earth
107052,ripe cherry
107052,  plum
107052,  strawberry
107052,  raspberry and   mushroom
107053,berry
107053,  cherry
107053,  plum
107053,  earth
107053,  leather
107053,  herb
107053,  currant
107053,  blackberry
107053,  cherry
107053,  bell pepper
107053,  olive
107053,  asparagus
107053,  spice
107053,  ginger
107053,  oak
107053,  vanilla
107053,  black cherry
107053,  plum
107053,  smoke
107053,  toast and   tar
107069,apple
107069,  pear
107069,  peach
107069,  apricot and   honey
107073,currant
107073,  blackberry
107073,  cherry
107073,  bell pepper
107073,  olive
107073,  asparagus
107073,  spice
107073,  ginger
107073,  oak
107073,  vanilla
107073,  jam
107073,  dark berry fruit
107073,  high tannin
107073,  black pepper
107073,  pepper
107073,  earth
107073,  green
107073,  plum
107073,  mocha
107073,  black cherry
107073,  smoke
107073,  toast and   tar
107074,black currant
107074,  blackberry
107074,  dust
107074,  leather
107074,  strawberry
107074,  vanilla
107074,  musk
107074,  currant and   blueberry
107082,cocoa
107082,  honey
107082,  vanilla
107082,  butterscotch and   dark fruit
107087,currant
107087,  blueberry
107087,  blackberry
107087,  strawberry
107087,  black currant
107087,  dust
107087,  leather
107087,  cherry
107087,  raspberry
107087,  licorice
107087,  anise
107087,  vanilla
107087,  musk
107087,  tobacco
107087,  cassis
107087,  violet
107087,  pepper and   green bean
107089,honey
107089,  orange
107089,  mango
107089,  kiwi and   tangerine
107091,black currant
107091,  blackberry
107091,  dust
107091,  leather
107091,  currant
107091,  blueberry
107091,  strawberry
107091,  blackberry
107091,  violet
107091,  oak
107091,  smoke
107091,  toast and   vanilla
107093,currant
107093,  blackberry
107093,  cherry
107093,  bell pepper
107093,  olive
107093,  asparagus
107093,  spice
107093,  ginger
107093,  oak
107093,  vanilla
107093,  black cherry
107093,  plum
107093,  smoke
107093,  toast
107093,  tar
107093,  lead
107093,  cedar
107093,  molasses
107093,  dark fruit
107093,  tobacco
107093,  raspberry
107093,  cassis
107093,  violet
107093,  pepper
107093,  green bean
107093,  earth
107093,  green and   mocha
107100,currant
107100,  blackberry
107100,  cherry
107100,  bell pepper
107100,  olive
107100,  asparagus
107100,  spice
107100,  ginger
107100,  oak
107100,  vanilla
107100,  mocha
107100,  herb
107100,  game
107100,  strawberry
107100,  raspberry
107100,  tobacco
107100,  cassis
107100,  violet
107100,  pepper
107100,  green bean
107100,  lead
107100,  cedar
107100,  molasses and   dark fruit
107101,berry
107101,  cherry
107101,  plum
107101,  earth
107101,  leather
107101,  herb
107101,  tropical fruit
107101,  ripe peach and   flower
107102,stone fruit
107102,  green apple
107102,  pear
107102,  citrus
107102,  honeysuckle and   ripe apple
107103,currant
107103,  blackberry
107103,  cherry
107103,  bell pepper
107103,  olive
107103,  asparagus
107103,  spice
107103,  ginger
107103,  oak
107103,  vanilla
107103,  black cherry
107103,  plum
107103,  smoke
107103,  toast and   tar
107104,tobacco
107104,  raspberry
107104,  cassis
107104,  violet and   pepper
107105,berry
107105,  cherry
107105,  plum
107105,  earth
107105,  leather and   herb
107106,berry
107106,  cherry
107106,  plum
107106,  earth
107106,  leather and   herb
107107,berry
107107,  cherry
107107,  plum
107107,  earth
107107,  leather and   herb
107114,apple
107114,  pear
107114,  peach
107114,  apricot
107114,  lemon
107114,  lime
107114,  orange
107114,  pineapple
107114,  kiwi
107114,  butter
107114,  cream and   vanilla
107121,apple
107121,  pear
107121,  peach
107121,  apricot
107121,  lemon
107121,  lime
107121,  orange
107121,  pineapple
107121,  kiwi
107121,  butter
107121,  cream and   vanilla
107124,apple
107124,  pear
107124,  peach
107124,  apricot
107124,  lemon
107124,  lime
107124,  orange
107124,  pineapple
107124,  kiwi
107124,  butter
107124,  cream and   vanilla
107125,currant
107125,  blackberry
107125,  cherry
107125,  bell pepper
107125,  olive
107125,  asparagus
107125,  spice
107125,  ginger
107125,  oak and   vanilla
107129,apple
107129,  pear
107129,  peach
107129,  apricot
107129,  lemon
107129,  lime
107129,  orange
107129,  pineapple
107129,  kiwi
107129,  butter
107129,  cream and   vanilla
107130,ripe cherry
107130,  plum
107130,  strawberry
107130,  raspberry and   mushroom
107136,currant
107136,  blackberry
107136,  cherry
107136,  bell pepper
107136,  olive
107136,  asparagus
107136,  spice
107136,  ginger
107136,  oak and   vanilla
107140,ripe apple
107140,  green apple
107140,  pear
107140,  citrus
107140,  stone fruit
107140,  honeysuckle
107140,  apple
107140,  peach
107140,  apricot
107140,  lemon
107140,  lime
107140,  orange
107140,  pineapple
107140,  kiwi
107140,  butter
107140,  cream and   vanilla
107143,grass
107143,  gooseberry
107143,  grapefruit
107143,  lime
107143,  melon
107143,  citrus
107143,  mineral and   flint
107147,currant
107147,  blackberry
107147,  cherry
107147,  bell pepper
107147,  olive
107147,  asparagus
107147,  spice
107147,  ginger
107147,  oak and   vanilla
107148,pepper
107148,  earth
107148,  green
107148,  plum
107148,  mocha and   currant
107151,jam
107151,  blueberry
107151,  black pepper
107151,  cherry
107151,  plum
107151,  boysenberry
107151,  cranberry
107151,  licorice
107151,  dark berry fruit
107151,  high tannin
107151,  strawberry
107151,  raspberry and   anise
107154,currant
107154,  blackberry
107154,  cherry
107154,  bell pepper
107154,  olive
107154,  asparagus
107154,  spice
107154,  ginger
107154,  oak
107154,  vanilla
107154,  tobacco
107154,  raspberry
107154,  cassis
107154,  violet
107154,  pepper
107154,  green bean
107154,  lead
107154,  cedar
107154,  molasses and   dark fruit
107155,apple
107155,  pear
107155,  peach
107155,  apricot
107155,  lemon
107155,  lime
107155,  orange
107155,  pineapple
107155,  kiwi
107155,  butter
107155,  cream and   vanilla
107159,currant
107159,  blueberry
107159,  blackberry and   strawberry
107160,jam
107160,  blueberry
107160,  black pepper
107160,  cherry
107160,  plum
107160,  boysenberry
107160,  cranberry and   licorice
107161,jam
107161,  blueberry
107161,  black pepper
107161,  cherry
107161,  plum
107161,  boysenberry
107161,  cranberry and   licorice
107162,apple
107162,  pear
107162,  peach
107162,  apricot
107162,  lemon
107162,  lime
107162,  orange
107162,  pineapple
107162,  kiwi
107162,  butter
107162,  cream and   vanilla
107163,currant
107163,  blackberry
107163,  cherry
107163,  bell pepper
107163,  olive
107163,  asparagus
107163,  spice
107163,  ginger
107163,  oak
107163,  vanilla
107163,  pepper
107163,  earth
107163,  green
107163,  plum
107163,  mocha
107163,  black cherry
107163,  smoke
107163,  toast
107163,  tar
107163,  tobacco
107163,  raspberry
107163,  cassis
107163,  violet
107163,  green bean
107163,  jam
107163,  dark berry fruit
107163,  high tannin and   black pepper
107166,currant
107166,  blueberry
107166,  blackberry
107166,  strawberry
107166,  lime
107166,  lemon
107166,  pear
107166,  vanilla
107166,  musk
107166,  black currant
107166,  dust and   leather
107175,currant
107175,  black cherry
107175,  plum
107175,  bell pepper
107175,  olive
107175,  oak
107175,  smoke
107175,  toast
107175,  tar
107175,  tobacco
107175,  raspberry
107175,  cassis
107175,  violet
107175,  pepper
107175,  green bean
107175,  blackberry
107175,  cedar
107175,  spice box and   light tannin
107197,red fruit
107197,  strawberry and   raspberry
107206,red fruit
107206,  strawberry and   raspberry
107208,red fruit
107208,  strawberry and   raspberry
107210,black fruit
107210,  earth
107210,  heavy tannin
107210,  dark chocolate and   plum
107250,currant
107250,  blackberry
107250,  cherry
107250,  bell pepper
107250,  olive
107250,  asparagus
107250,  spice
107250,  ginger
107250,  oak
107250,  vanilla
107250,  cocoa
107250,  honey
107250,  butterscotch
107250,  dark fruit
107250,  earth
107250,  perfume
107250,  floral and   violet
107251,grass
107251,  gooseberry
107251,  grapefruit
107251,  lime
107251,  melon
107251,  citrus
107251,  mineral and   flint
107252,grass
107252,  gooseberry
107252,  grapefruit
107252,  lime
107252,  melon
107252,  citrus
107252,  mineral and   flint
107253,ripe cherry
107253,  plum
107253,  strawberry
107253,  raspberry and   mushroom
107255,apple
107255,  pear
107255,  peach
107255,  apricot
107255,  lemon
107255,  lime
107255,  orange
107255,  pineapple
107255,  kiwi
107255,  butter
107255,  cream and   vanilla
107257,smoke
107257,  banana
107257,  tropical
107257,  acetone
107257,  earth and   raspberry
107258,grass
107258,  gooseberry
107258,  grapefruit
107258,  lime
107258,  melon
107258,  citrus
107258,  mineral
107258,  flint
107258,  fig
107258,  lemon
107258,  pear
107258,  saffron and   bell pepper
107262,apple
107262,  peach and   citrus
107263,black currant
107263,  blackberry
107263,  dust
107263,  leather
107263,  strawberry
107263,  vanilla
107263,  musk
107263,  currant and   blueberry
107264,blackberry
107264,  violet
107264,  oak
107264,  smoke
107264,  toast
107264,  vanilla
107264,  strawberry
107264,  musk
107264,  black currant
107264,  blackberry
107264,  dust
107264,  leather
107264,  cherry
107264,  raspberry
107264,  licorice and   anise
107266,currant
107266,  black cherry
107266,  plum
107266,  bell pepper
107266,  olive
107266,  oak
107266,  smoke
107266,  toast and   tar
107267,ripe cherry
107267,  plum
107267,  strawberry
107267,  raspberry and   mushroom
107270,strawberry
107270,  vanilla
107270,  musk
107270,  black currant
107270,  blackberry
107270,  dust
107270,  leather
107270,  green apple
107270,  lime
107270,  citrus
107270,  pear and   acid
107275,peach
107275,  apricot
107275,  white currant
107275,  apple
107275,  lemon
107275,  golden raisin
107275,  pear
107275,  spice
107275,  vanilla
107275,  citrus
107275,  lime
107275,  bitter almond
107275,  floral
107275,  lemon
107275,  lime
107275,  apricot
107275,  orange
107275,  citrus fruit and   acid
107276,black currant
107276,  blackberry
107276,  dust
107276,  leather
107276,  honeysuckle
107276,  quince
107276,  melon and   cantaloupe
107280,lemon
107280,  apple and   pear
107283,ripe cherry
107283,  plum
107283,  strawberry
107283,  raspberry
107283,  mushroom
107283,  tobacco
107283,  cassis
107283,  violet
107283,  pepper
107283,  green bean and   cherry
107286,currant
107286,  blueberry
107286,  blackberry
107286,  strawberry
107286,  black currant
107286,  dust and   leather
107290,strawberry
107290,  vanilla
107290,  musk
107290,  black currant
107290,  blackberry
107290,  dust
107290,  leather
107290,  blackberry
107290,  violet
107290,  oak
107290,  smoke
107290,  toast
107290,  currant
107290,  blueberry
107290,  garrigue
107290,   cherry
107290,   raspberry and    earthiness
107291,strawberry
107291,  vanilla
107291,  musk
107291,  black currant
107291,  blackberry
107291,  dust
107291,  leather
107291,  blackberry
107291,  violet
107291,  oak
107291,  smoke
107291,  toast
107291,  currant
107291,  blueberry
107291,  garrigue
107291,   cherry
107291,   raspberry and    earthiness
107292,ripe cherry
107292,  peppercorn
107292,  cinnamon
107292,  plum and   red fruit
107293,high acid
107293,  low tannin
107293,  fruity and   floral
107294,green apple
107294,  lime
107294,  citrus
107294,  pear and   acid
107296,apple
107296,  pear
107296,  peach
107296,  apricot
107296,  lemon
107296,  lime
107296,  orange
107296,  pineapple
107296,  kiwi
107296,  butter
107296,  cream and   vanilla
107297,black currant
107297,  blackberry
107297,  dust
107297,  leather
107297,  strawberry
107297,  vanilla and   musk
107299,honey
107299,  spice
107299,  almond and   hazelnut
107300,apple
107300,  pear
107300,  peach
107300,  apricot
107300,  lemon
107300,  lime
107300,  orange
107300,  pineapple
107300,  kiwi
107300,  butter
107300,  cream
107300,  vanilla
107300,  ripe cherry
107300,  plum
107300,  strawberry
107300,  raspberry and   mushroom
107302,berry
107302,  sour cherry
107302,  tobacco
107302,  leather and   mushroom
107303,tannin
107303,  tobacco
107303,  dark fruit
107303,  red fruit
107303,  strawberry and   raspberry
107307,grass
107307,  gooseberry
107307,  grapefruit
107307,  lime
107307,  melon
107307,  citrus
107307,  mineral
107307,  flint
107307,  apple
107307,  pear
107307,  peach
107307,  apricot and   honey
107309,plum
107309,  berry
107309,  white pepper
107309,  currant
107309,  blueberry
107309,  blackberry
107309,  strawberry
107309,  lead
107309,  cedar
107309,  molasses and   dark fruit
107310,green apple
107310,  pear
107310,  citrus and   honeysuckle
107312,tannin
107312,  tobacco and   dark fruit
107313,pepper
107313,  earth
107313,  green
107313,  plum
107313,  mocha and   currant
107314,apple
107314,  pear
107314,  peach
107314,  apricot
107314,  lemon
107314,  lime
107314,  orange
107314,  pineapple
107314,  kiwi
107314,  butter
107314,  cream and   vanilla
107319,pepper
107319,  earth
107319,  green
107319,  plum
107319,  mocha and   currant
107323,currant
107323,  black cherry
107323,  plum
107323,  bell pepper
107323,  olive
107323,  oak
107323,  smoke
107323,  toast
107323,  tar
107323,  blackberry
107323,  cherry
107323,  asparagus
107323,  spice
107323,  ginger
107323,  vanilla
107323,  tobacco
107323,  raspberry
107323,  cassis
107323,  violet
107323,  pepper and   green bean
107330,blackberry
107330,  violet
107330,  oak
107330,  smoke
107330,  toast
107330,  vanilla
107330,  currant
107330,  blueberry
107330,  blackberry and   strawberry
107353,apple
107353,  pear
107353,  peach
107353,  apricot
107353,  lemon
107353,  lime
107353,  orange
107353,  pineapple
107353,  kiwi
107353,  butter
107353,  cream
107353,  vanilla
107353,  ripe cherry
107353,  plum
107353,  strawberry
107353,  raspberry and   mushroom
107361,currant
107361,  blackberry
107361,  cherry
107361,  bell pepper
107361,  olive
107361,  asparagus
107361,  spice
107361,  ginger
107361,  oak and   vanilla
107364,fig
107364,  lemon
107364,  pear
107364,  saffron
107364,  grass and   bell pepper
107366,blackberry
107366,  cherry
107366,  smoke and   earth
107367,honey
107367,  orange
107367,  mango
107367,  kiwi
107367,  tangerine
107367,  citrus
107367,  pear
107367,  banana
107367,  peach
107367,  honeysuckle
107367,  quince
107367,  melon and   cantaloupe
107371,apple
107371,  pear
107371,  peach
107371,  apricot
107371,  lemon
107371,  lime
107371,  orange
107371,  pineapple
107371,  kiwi
107371,  butter
107371,  cream and   vanilla
107372,apple
107372,  pear
107372,  peach
107372,  apricot and   honey
107374,ripe cherry
107374,  peppercorn
107374,  cinnamon
107374,  plum
107374,  red fruit
107374,  berry
107374,  cherry
107374,  plum
107374,  earth
107374,  leather
107374,  herb
107374,  cocoa
107374,  honey
107374,  vanilla
107374,  butterscotch
107374,  dark fruit
107374,  spice
107374,  earth
107374,  perfume
107374,  floral and   violet
107375,ripe cherry
107375,  peppercorn
107375,  cinnamon
107375,  plum
107375,  red fruit
107375,  cocoa
107375,  honey
107375,  vanilla
107375,  butterscotch
107375,  dark fruit
107375,  spice
107375,  earth
107375,  barnyard
107375,  cherry
107375,  plum
107375,  game
107375,  tomato
107375,  berry
107375,  earth
107375,  leather and   herb
107376,blueberry flesh
107376,  white peach
107376,  lemon zest
107376,  melon
107376,  almond
107376,  spice
107376,  hazelnut
107376,  smoke
107376,  gooseberry
107376,  peach
107376,  lemon zest
107376,  apricot
107376,  elderflower
107376,  lemon and   marmalade
107379,blackberry
107379,  cherry
107379,  smoke and   earth
107384,ripe cherry
107384,  plum
107384,  strawberry
107384,  raspberry and   mushroom
107388,currant
107388,  black cherry
107388,  plum
107388,  bell pepper
107388,  olive
107388,  oak
107388,  smoke
107388,  toast
107388,  tar
107388,  blueberry
107388,  blackberry
107388,  strawberry
107388,  lead
107388,  cedar
107388,  molasses
107388,  dark fruit
107388,  cherry
107388,  asparagus
107388,  spice
107388,  ginger and   vanilla
107391,currant
107391,  blackberry
107391,  cherry
107391,  bell pepper
107391,  olive
107391,  asparagus
107391,  spice
107391,  ginger
107391,  oak
107391,  vanilla
107391,  lead
107391,  cedar
107391,  molasses
107391,  dark fruit
107391,  tobacco
107391,  raspberry
107391,  cassis
107391,  violet
107391,  pepper and   green bean
107393,pepper
107393,  earth
107393,  green
107393,  plum
107393,  mocha and   currant
107423,grass
107423,  gooseberry
107423,  grapefruit
107423,  lime
107423,  melon
107423,  citrus
107423,  mineral and   flint
107425,tropical fruit
107425,  jasmine and   mint
107426,currant
107426,  blackberry
107426,  cherry
107426,  bell pepper
107426,  olive
107426,  asparagus
107426,  spice
107426,  ginger
107426,  oak and   vanilla
107427,currant
107427,  black cherry
107427,  plum
107427,  bell pepper
107427,  olive
107427,  oak
107427,  smoke
107427,  toast
107427,  tar
107427,  blackberry
107427,  cherry
107427,  asparagus
107427,  spice
107427,  ginger and   vanilla
107438,apple
107438,  pear
107438,  peach
107438,  apricot
107438,  lemon
107438,  lime
107438,  orange
107438,  pineapple
107438,  kiwi
107438,  butter
107438,  cream and   vanilla
107439,fig
107439,  lemon
107439,  pear
107439,  saffron
107439,  grass
107439,  bell pepper
107439,  apple
107439,  peach
107439,  apricot
107439,  lime
107439,  orange
107439,  pineapple
107439,  kiwi
107439,  butter
107439,  cream and   vanilla
107447,currant
107447,  blueberry
107447,  blackberry
107447,  strawberry
107447,  honey
107447,  orange
107447,  mango
107447,  kiwi and   tangerine
107458,spice
107458,  red fruit
107458,  tomato
107458,  animal
107458,  leather and   olive
107460,apple
107460,  pear
107460,  peach
107460,  apricot
107460,  lemon
107460,  lime
107460,  orange
107460,  pineapple
107460,  kiwi
107460,  butter
107460,  cream and   vanilla
107461,wax
107461,  almond
107461,  citrus
107461,  tea and   apple
107463,currant
107463,  blackberry
107463,  cherry
107463,  bell pepper
107463,  olive
107463,  asparagus
107463,  spice
107463,  ginger
107463,  oak and   vanilla
107464,ripe cherry
107464,  plum
107464,  strawberry
107464,  raspberry and   mushroom
107470,apple
107470,  pear
107470,  peach
107470,  apricot
107470,  lemon
107470,  lime
107470,  orange
107470,  pineapple
107470,  kiwi
107470,  butter
107470,  cream and   vanilla
107471,blackberry
107471,  violet
107471,  oak
107471,  smoke
107471,  toast
107471,  vanilla
107471,  currant
107471,  blueberry
107471,  blackberry and   strawberry
107480,currant
107480,  blackberry
107480,  cherry
107480,  bell pepper
107480,  olive
107480,  asparagus
107480,  spice
107480,  ginger
107480,  oak
107480,  vanilla
107480,  black cherry
107480,  plum
107480,  smoke
107480,  toast and   tar
107482,currant
107482,  black cherry
107482,  plum
107482,  bell pepper
107482,  olive
107482,  oak
107482,  smoke
107482,  toast
107482,  tar
107482,  blackberry
107482,  cherry
107482,  asparagus
107482,  spice
107482,  ginger
107482,  vanilla
107482,  tobacco
107482,  raspberry
107482,  cassis
107482,  violet
107482,  pepper and   green bean
107483,black currant
107483,  blackberry
107483,  dust
107483,  leather
107483,  strawberry
107483,  vanilla
107483,  musk
107483,  blackberry
107483,  violet
107483,  oak
107483,  smoke
107483,  toast
107483,  currant and   blueberry
107492,apple
107492,  pear
107492,  peach
107492,  apricot
107492,  lemon
107492,  lime
107492,  orange
107492,  pineapple
107492,  kiwi
107492,  butter
107492,  cream and   vanilla
107494,currant
107494,  blackberry
107494,  cherry
107494,  bell pepper
107494,  olive
107494,  asparagus
107494,  spice
107494,  ginger
107494,  oak and   vanilla
107498,red fruit
107498,  strawberry
107498,  raspberry
107498,  currant
107498,  blackberry
107498,  cherry
107498,  bell pepper
107498,  olive
107498,  asparagus
107498,  spice
107498,  ginger
107498,  oak
107498,  vanilla
107498,  tobacco
107498,  cassis
