vino,okus 
104038,  lime
104038,  melon
104038,  citrus
104038,  mineral and   flint
104057,apple
104057,  pear
104057,  peach
104057,  apricot
104057,  lemon
104057,  lime
104057,  orange
104057,  pineapple
104057,  kiwi
104057,  butter
104057,  cream and   vanilla
104059,lemon
104059,  apple and   pear
104076,currant
104076,  blueberry
104076,  blackberry
104076,  strawberry
104076,  blackberry
104076,  violet
104076,  oak
104076,  smoke
104076,  toast
104076,  vanilla
104076,  black currant
104076,  dust and   leather
104080,currant
104080,  blackberry
104080,  cherry
104080,  bell pepper
104080,  olive
104080,  asparagus
104080,  spice
104080,  ginger
104080,  oak
104080,  vanilla
104080,  blueberry
104080,  strawberry
104080,  black cherry
104080,  plum
104080,  smoke
104080,  toast
104080,  tar
104080,  jam
104080,  dark berry fruit
104080,  high tannin
104080,  black pepper
104080,  tobacco
104080,  raspberry
104080,  cassis
104080,  violet
104080,  pepper
104080,  green bean
104080,  cedar
104080,  spice box
104080,  light tannin
104080,  lead
104080,  molasses and   dark fruit
104116,ripe cherry
104116,  plum
104116,  strawberry
104116,  raspberry and   mushroom
104129,chocolate
104129,  mocha
104129,  fig
104129,  earth
104129,  raisin
104129,  cranberry and   plum
104150,ripe cherry
104150,  plum
104150,  strawberry
104150,  raspberry and   mushroom
104156,currant
104156,  blueberry
104156,  blackberry and   strawberry
104157,grass
104157,  gooseberry
104157,  grapefruit
104157,  lime
104157,  melon
104157,  citrus
104157,  mineral and   flint
104168,lemon
104168,  apple
104168,  pear
104168,  pineapple
104168,  coriander
104168,  peach
104168,  orange and   grapey
104169,currant
104169,  blackberry
104169,  cherry
104169,  bell pepper
104169,  olive
104169,  asparagus
104169,  spice
104169,  ginger
104169,  oak
104169,  vanilla
104169,  blueberry
104169,  strawberry
104169,  pepper
104169,  earth
104169,  green
104169,  plum
104169,  mocha
104169,  black cherry
104169,  smoke
104169,  toast
104169,  tar
104169,  black currant
104169,  dust and   leather
104171,currant
104171,  blackberry
104171,  cherry
104171,  bell pepper
104171,  olive
104171,  asparagus
104171,  spice
104171,  ginger
104171,  oak
104171,  vanilla
104171,  black cherry
104171,  plum
104171,  smoke
104171,  toast
104171,  tar
104171,  tobacco
104171,  raspberry
104171,  cassis
104171,  violet
104171,  pepper
104171,  green bean
104171,  earth
104171,  green
104171,  mocha
104171,  lead
104171,  cedar
104171,  molasses
104171,  dark fruit
104171,  blueberry and   strawberry
104172,grass
104172,  gooseberry
104172,  grapefruit
104172,  lime
104172,  melon
104172,  citrus
104172,  mineral
104172,  flint
104172,  apple
104172,  pear
104172,  peach
104172,  apricot
104172,  lemon
104172,  orange
104172,  pineapple
104172,  kiwi
104172,  butter
104172,  cream
104172,  vanilla
104172,  spice
104172,  lychee and   mango
104173,currant
104173,  blueberry
104173,  blackberry and   strawberry
104202,blackberry
104202,  cherry
104202,  smoke and   earth
104210,ripe cherry
104210,  plum
104210,  strawberry
104210,  raspberry and   mushroom
104259,currant
104259,  black cherry
104259,  plum
104259,  bell pepper
104259,  olive
104259,  oak
104259,  smoke
104259,  toast
104259,  tar
104259,  blackberry
104259,  cherry
104259,  asparagus
104259,  spice
104259,  ginger
104259,  vanilla
104259,  tobacco
104259,  raspberry
104259,  cassis
104259,  violet
104259,  pepper and   green bean
104260,grass
104260,  gooseberry
104260,  grapefruit
104260,  lime
104260,  melon
104260,  citrus
104260,  mineral and   flint
104269,pineapple
104269,  coriander
104269,  peach
104269,  orange
104269,  grapey
104269,  ripe cherry
104269,  plum
104269,  strawberry
104269,  raspberry and   mushroom
104270,pineapple
104270,  coriander
104270,  peach
104270,  orange and   grapey
104271,apple
104271,  honey
104271,  peach
104271,  apricot
104271,  pineapple
104271,  coriander
104271,  orange and   grapey
104272,currant
104272,  black cherry
104272,  plum
104272,  bell pepper
104272,  olive
104272,  oak
104272,  smoke
104272,  toast
104272,  tar
104272,  black currant
104272,   blackberry
104272,   earth
104272,   strawberry
104272,   cherry
104272,  Rose
104272,   cranberry and    currants
104291,black currant
104291,  blackberry
104291,  dust
104291,  leather
104291,  blackberry
104291,  violet
104291,  oak
104291,  smoke
104291,  toast
104291,  vanilla
104291,  currant
104291,  blueberry
104291,  strawberry
104291,  musk
104291,  cherry
104291,  raspberry
104291,  licorice and   anise
104302,black currant
104302,  blackberry
104302,  dust and   leather
104311,pepper
104311,  earth
104311,  green
104311,  plum
104311,  mocha and   currant
104314,ripe cherry
104314,  plum
104314,  strawberry
104314,  raspberry and   mushroom
104324,pineapple
104324,  coriander
104324,  peach
104324,  orange and   grapey
104325,pineapple
104325,  coriander
104325,  peach
104325,  orange and   grapey
104327,honeysuckle
104327,  quince
104327,  melon
104327,  cantaloupe
104327,  pineapple
104327,  coriander
104327,  peach
104327,  orange
104327,  grapey
104327,  pear
104327,  apricot and   stone
104330,berry
104330,  cherry
104330,  plum
104330,  earth
104330,  leather and   herb
104331,currant
104331,  blackberry
104331,  cherry
104331,  bell pepper
104331,  olive
104331,  asparagus
104331,  spice
104331,  ginger
104331,  oak and   vanilla
104367,currant
104367,  blackberry
104367,  cherry
104367,  bell pepper
104367,  olive
104367,  asparagus
104367,  spice
104367,  ginger
104367,  oak and   vanilla
104368,tannin
104368,  tobacco and   dark fruit
104372,apple
104372,  pear
104372,  peach
104372,  apricot
104372,  lemon
104372,  lime
104372,  orange
104372,  pineapple
104372,  kiwi
104372,  butter
104372,  cream and   vanilla
104374,currant
104374,  blackberry
104374,  cherry
104374,  bell pepper
104374,  olive
104374,  asparagus
104374,  spice
104374,  ginger
104374,  oak and   vanilla
104383,ripe cherry
104383,  plum
104383,  strawberry
104383,  raspberry and   mushroom
104389,blackberry
104389,  cherry
104389,  smoke and   earth
104414,grass
104414,  gooseberry
104414,  grapefruit
104414,  lime
104414,  melon
104414,  citrus
104414,  mineral and   flint
104416,ripe cherry
104416,  plum
104416,  strawberry
104416,  raspberry and   mushroom
104429,apple
104429,  pear
104429,  peach
104429,  apricot
104429,  lemon
104429,  lime
104429,  orange
104429,  pineapple
104429,  kiwi
104429,  butter
104429,  cream and   vanilla
104434,red fruit
104434,  strawberry
104434,  raspberry
104434,  currant
104434,  black cherry
104434,  plum
104434,  bell pepper
104434,  olive
104434,  oak
104434,  smoke
104434,  toast and   tar
104436,red fruit
104436,  strawberry
104436,  raspberry
104436,  currant
104436,  blackberry
104436,  cherry
104436,  bell pepper
104436,  olive
104436,  asparagus
104436,  spice
104436,  ginger
104436,  oak and   vanilla
104444,currant
104444,  black cherry
104444,  plum
104444,  bell pepper
104444,  olive
104444,  oak
104444,  smoke
104444,  toast
104444,  tar
104444,  blackberry
104444,  cherry
104444,  asparagus
104444,  spice
104444,  ginger and   vanilla
104445,currant
104445,  blackberry
104445,  cherry
104445,  bell pepper
104445,  olive
104445,  asparagus
104445,  spice
104445,  ginger
104445,  oak and   vanilla
104454,currant
104454,  blackberry
104454,  cherry
104454,  bell pepper
104454,  olive
104454,  asparagus
104454,  spice
104454,  ginger
104454,  oak and   vanilla
104455,ripe cherry
104455,  plum
104455,  strawberry
104455,  raspberry and   mushroom
104457,grass
104457,  gooseberry
104457,  grapefruit
104457,  lime
104457,  melon
104457,  citrus
104457,  mineral and   flint
104465,grass
104465,  gooseberry
104465,  grapefruit
104465,  lime
104465,  melon
104465,  citrus
104465,  mineral and   flint
104484,tobacco
104484,  raspberry
104484,  cassis
104484,  violet
104484,  pepper and   green bean
104519,currant
104519,  blackberry
104519,  cherry
104519,  bell pepper
104519,  olive
104519,  asparagus
104519,  spice
104519,  ginger
104519,  oak and   vanilla
104520,currant
104520,  black cherry
104520,  plum
104520,  bell pepper
104520,  olive
104520,  oak
104520,  smoke
104520,  toast and   tar
104522,pineapple
104522,  coriander
104522,  peach
104522,  orange and   grapey
104528,apple
104528,  pear
104528,  peach
104528,  apricot
104528,  lemon
104528,  lime
104528,  orange
104528,  pineapple
104528,  kiwi
104528,  butter
104528,  cream and   vanilla
104538,red fruit
104538,  strawberry and   raspberry
104548,grass
104548,  gooseberry
104548,  grapefruit
104548,  lime
104548,  melon
104548,  citrus
104548,  mineral and   flint
104552,honey
104552,  orange
104552,  mango
104552,  kiwi
104552,  tangerine
104552,  herbal tea
104552,  wild flower
104552,  almond
104552,  apple
104552,  pear
104552,  crisp acid
104552,  wax
104552,  almond
104552,  citrus
104552,  tea
104552,  apple
104552,  lemon
104552,  honeysuckle
104552,  spice
104552,  floral
104552,  mineral
104552,  peach
104552,  apricot
104552,  banana and   pear
104577,currant
104577,  blackberry
104577,  cherry
104577,  bell pepper
104577,  olive
104577,  asparagus
104577,  spice
104577,  ginger
104577,  oak and   vanilla
104581,apple
104581,  lemon
104581,  citrus
104581,  apricot and   acidic
104584,black currant
104584,  blackberry
104584,  dust
104584,  leather
104584,  currant
104584,  blueberry
104584,  strawberry
104584,  cherry
104584,  raspberry
104584,  licorice and   anise
104588,currant
104588,  blackberry
104588,  cherry
104588,  bell pepper
104588,  olive
104588,  asparagus
104588,  spice
104588,  ginger
104588,  oak
104588,  vanilla
104588,  black cherry
104588,  plum
104588,  smoke
104588,  toast
104588,  tar
104588,  lead
104588,  cedar
104588,  molasses
104588,  dark fruit
104588,  tobacco
104588,  raspberry
104588,  cassis
104588,  violet
104588,  pepper and   green bean
104595,currant
104595,  blackberry
104595,  cherry
104595,  bell pepper
104595,  olive
104595,  asparagus
104595,  spice
104595,  ginger
104595,  oak and   vanilla
104598,ripe cherry
104598,  plum
104598,  strawberry
104598,  raspberry and   mushroom
104629,cocoa
104629,  honey
104629,  vanilla
104629,  butterscotch and   dark fruit
104644,currant
104644,  blackberry
104644,  cherry
104644,  bell pepper
104644,  olive
104644,  asparagus
104644,  spice
104644,  ginger
104644,  oak
104644,  vanilla
104644,  lead
104644,  cedar
104644,  molasses and   dark fruit
104666,blueberry flesh
104666,  white peach
104666,  lemon zest
104666,  melon
104666,  honey and    floral
104685,currant
104685,  blueberry
104685,  blackberry and   strawberry
104709,ripe cherry
104709,  peppercorn
104709,  cinnamon
104709,  plum and   red fruit
104712,pepper
104712,  earth
104712,  green
104712,  plum
104712,  mocha and   currant
104714,currant
104714,  blackberry
104714,  cherry
104714,  bell pepper
104714,  olive
104714,  asparagus
104714,  spice
104714,  ginger
104714,  oak
104714,  vanilla
104714,  black cherry
104714,  plum
104714,  smoke
104714,  toast
104714,  tar
104714,  lead
104714,  cedar
104714,  molasses and   dark fruit
104716,jam
104716,  blueberry
104716,  black pepper
104716,  cherry
104716,  plum
104716,  boysenberry
104716,  cranberry
104716,  licorice
104716,  currant
104716,  black cherry
104716,  bell pepper
104716,  olive
104716,  oak
104716,  smoke
104716,  toast
104716,  tar
104716,  blackberry
104716,  asparagus
104716,  spice
104716,  ginger and   vanilla
104722,currant
104722,  blackberry
104722,  cherry
104722,  bell pepper
104722,  olive
104722,  asparagus
104722,  spice
104722,  ginger
104722,  oak
104722,  vanilla
104722,  lead
104722,  cedar
104722,  molasses
104722,  dark fruit
104722,  tobacco
104722,  raspberry
104722,  cassis
104722,  violet
104722,  pepper
104722,  green bean
104722,  black cherry
104722,  plum
104722,  smoke
104722,  toast and   tar
104735,currant
104735,  blueberry
104735,  blackberry
104735,  strawberry
104735,  blackberry
104735,  violet
104735,  oak
104735,  smoke
104735,  toast and   vanilla
104743,violet
104743,  floral
104743,  raspberry and   sweet cherry
104749,herbal tea
104749,  wild flower
104749,  almond
104749,  apple
104749,  pear
104749,  crisp acid
104749,  honey
104749,  orange
104749,  mango
104749,  kiwi and   tangerine
104757,apple
104757,  pear
104757,  peach
104757,  apricot and   honey
104758,apple
104758,  pear
104758,  peach
104758,  apricot
104758,  lemon
104758,  lime
104758,  orange
104758,  pineapple
104758,  kiwi
104758,  butter
104758,  cream and   vanilla
104763,jam
104763,  blueberry
104763,  black pepper
104763,  cherry
104763,  plum
104763,  boysenberry
104763,  cranberry and   licorice
104764,ripe cherry
104764,  plum
104764,  strawberry
104764,  raspberry and   mushroom
104765,currant
104765,  blackberry
104765,  cherry
104765,  bell pepper
104765,  olive
104765,  asparagus
104765,  spice
104765,  ginger
104765,  oak
104765,  vanilla
104765,  black cherry
104765,  plum
104765,  smoke
104765,  toast
104765,  tar
104765,  tobacco
104765,  raspberry
104765,  cassis
104765,  violet
104765,  pepper
104765,  green bean
104765,  blueberry and   strawberry
104777,ripe cherry
104777,  plum
104777,  strawberry
104777,  raspberry and   mushroom
104779,apple
104779,  pear
104779,  peach
104779,  apricot
104779,  lemon
104779,  lime
104779,  orange
104779,  pineapple
104779,  kiwi
104779,  butter
104779,  cream and   vanilla
104782,black currant
104782,  blackberry
104782,  dust and   leather
104783,black currant
104783,  blackberry
104783,  dust and   leather
104785,black currant
104785,  blackberry
104785,  dust and   leather
104786,black currant
104786,  blackberry
104786,  dust and   leather
104791,herbal tea
104791,  wild flower
104791,  almond
104791,  apple
104791,  pear
104791,  crisp acid
104791,  honey
104791,  orange
104791,  mango
104791,  kiwi and   tangerine
104794,currant
104794,  blackberry
104794,  cherry
104794,  bell pepper
104794,  olive
104794,  asparagus
104794,  spice
104794,  ginger
104794,  oak
104794,  vanilla
104794,  black cherry
104794,  plum
104794,  smoke
104794,  toast and   tar
104795,currant
104795,  blackberry
104795,  cherry
104795,  bell pepper
104795,  olive
104795,  asparagus
104795,  spice
104795,  ginger
104795,  oak and   vanilla
104797,apple
104797,  peach and   citrus
104799,currant
104799,  blackberry
104799,  cherry
104799,  bell pepper
104799,  olive
104799,  asparagus
104799,  spice
104799,  ginger
104799,  oak
104799,  vanilla
104799,  black cherry
104799,  plum
104799,  smoke
104799,  toast
104799,  tar
104799,  tobacco
104799,  raspberry
104799,  cassis
104799,  violet
104799,  pepper
104799,  green bean
104799,  lead
104799,  cedar
104799,  molasses and   dark fruit
104816,red fruit
104816,  strawberry and   raspberry
104818,currant
104818,  blackberry
104818,  cherry
104818,  bell pepper
104818,  olive
104818,  asparagus
104818,  spice
104818,  ginger
104818,  oak
104818,  vanilla
104818,  black cherry
104818,  plum
104818,  smoke
104818,  toast
104818,  tar
104818,  tobacco
104818,  raspberry
104818,  cassis
104818,  violet
104818,  pepper
104818,  green bean
104818,  lead
104818,  cedar
104818,  molasses and   dark fruit
104821,currant
104821,  blackberry
104821,  cherry
104821,  bell pepper
104821,  olive
104821,  asparagus
104821,  spice
104821,  ginger
104821,  oak
104821,  vanilla
104821,  black cherry
104821,  plum
104821,  smoke
104821,  toast and   tar
104828,ripe cherry
104828,  plum
104828,  strawberry
104828,  raspberry and   mushroom
104841,ripe cherry
104841,  plum
104841,  strawberry
104841,  raspberry and   mushroom
104857,currant
104857,  black cherry
104857,  plum
104857,  bell pepper
104857,  olive
104857,  oak
104857,  smoke
104857,  toast
104857,  tar
104857,  blackberry
104857,  cherry
104857,  asparagus
104857,  spice
104857,  ginger
104857,  vanilla
104857,  tobacco
104857,  raspberry
104857,  cassis
104857,  violet
104857,  pepper and   green bean
104866,currant
104866,  black cherry
104866,  plum
104866,  bell pepper
104866,  olive
104866,  oak
104866,  smoke
104866,  toast
104866,  tar
104866,  tobacco
104866,  raspberry
104866,  cassis
104866,  violet
104866,  pepper and   green bean
104867,currant
104867,  black cherry
104867,  plum
104867,  bell pepper
104867,  olive
104867,  oak
104867,  smoke
104867,  toast
104867,  tar
104867,  tobacco
104867,  raspberry
104867,  cassis
104867,  violet
104867,  pepper and   green bean
104868,currant
104868,  blackberry
104868,  cherry
104868,  bell pepper
104868,  olive
104868,  asparagus
104868,  spice
104868,  ginger
104868,  oak
104868,  vanilla
104868,  black cherry
104868,  plum
104868,  smoke
104868,  toast and   tar
104871,currant
104871,  blackberry
104871,  cherry
104871,  bell pepper
104871,  olive
104871,  asparagus
104871,  spice
104871,  ginger
104871,  oak
104871,  vanilla
104871,  black cherry
104871,  plum
104871,  smoke
104871,  toast
104871,  tar
104871,  tobacco
104871,  raspberry
104871,  cassis
104871,  violet
104871,  pepper
104871,  green bean
104871,  lead
104871,  cedar
104871,  molasses and   dark fruit
104872,currant
104872,  blackberry
104872,  cherry
104872,  bell pepper
104872,  olive
104872,  asparagus
104872,  spice
104872,  ginger
104872,  oak
104872,  vanilla
104872,  black cherry
104872,  plum
104872,  smoke
104872,  toast
104872,  tar
104872,  lead
104872,  cedar
104872,  molasses and   dark fruit
104874,currant
104874,  blackberry
104874,  cherry
104874,  bell pepper
104874,  olive
104874,  asparagus
104874,  spice
104874,  ginger
104874,  oak and   vanilla
104875,jam
104875,  blueberry
104875,  black pepper
104875,  cherry
104875,  plum
104875,  boysenberry
104875,  cranberry and   licorice
104877,currant
104877,  blackberry
104877,  cherry
104877,  bell pepper
104877,  olive
104877,  asparagus
104877,  spice
104877,  ginger
104877,  oak and   vanilla
104879,chocolate
104879,  mocha
104879,  fig
104879,  earth
104879,  raisin
104879,  cranberry and   plum
104882,pepper
104882,  earth
104882,  green
104882,  plum
104882,  mocha and   currant
104883,currant
104883,  blackberry
104883,  cherry
104883,  bell pepper
104883,  olive
104883,  asparagus
104883,  spice
104883,  ginger
104883,  oak and   vanilla
104886,ripe cherry
104886,  plum
104886,  strawberry
104886,  raspberry and   mushroom
104888,apple
104888,  pear
104888,  peach
104888,  apricot
104888,  lemon
104888,  lime
104888,  orange
104888,  pineapple
104888,  kiwi
104888,  butter
104888,  cream and   vanilla
104890,apple
104890,  pear
104890,  peach
104890,  apricot
104890,  lemon
104890,  lime
104890,  orange
104890,  pineapple
104890,  kiwi
104890,  butter
104890,  cream and   vanilla
104891,ripe cherry
104891,  plum
104891,  strawberry
104891,  raspberry and   mushroom
104893,ripe cherry
104893,  plum
104893,  strawberry
104893,  raspberry and   mushroom
104894,currant
104894,  black cherry
104894,  plum
104894,  bell pepper
104894,  olive
104894,  oak
104894,  smoke
104894,  toast
104894,  tar
104894,  tobacco
104894,  raspberry
104894,  cassis
104894,  violet
104894,  pepper and   green bean
104896,ripe cherry
104896,  plum
104896,  strawberry
104896,  raspberry and   mushroom
104897,blackberry
104897,  cherry
104897,  smoke and   earth
104898,currant
104898,  blackberry
104898,  cherry
104898,  bell pepper
104898,  olive
104898,  asparagus
104898,  spice
104898,  ginger
104898,  oak
104898,  vanilla
104898,  black cherry
104898,  plum
104898,  smoke
104898,  toast and   tar
104907,ripe cherry
104907,  plum
104907,  strawberry
104907,  raspberry and   mushroom
104916,dark ripe cherry
104916,  dark berry
104916,  blueberry
104916,  spice
104916,  berry
104916,  cherry
104916,  plum
104916,  earth
104916,  leather
104916,  herb
104916,  blackberry
104916,  cassis
104916,  plum
104916,  cinnamon 
104916,  ripe cherry
104916,  peppercorn
104916,  cinnamon and   red fruit
104922,ripe cherry
104922,  plum
104922,  strawberry
104922,  raspberry and   mushroom
104923,ripe cherry
104923,  plum
104923,  strawberry
104923,  raspberry and   mushroom
104928,currant
104928,  black cherry
104928,  plum
104928,  bell pepper
104928,  olive
104928,  oak
104928,  smoke
104928,  toast and   tar
104929,apple
104929,  pear
104929,  peach
104929,  apricot
104929,  lemon
104929,  lime
104929,  orange
104929,  pineapple
104929,  kiwi
104929,  butter
104929,  cream and   vanilla
104930,currant
104930,  blackberry
104930,  cherry
104930,  bell pepper
104930,  olive
104930,  asparagus
104930,  spice
104930,  ginger
104930,  oak and   vanilla
104931,apple
104931,  pear
104931,  peach
104931,  apricot
104931,  lemon
104931,  lime
104931,  orange
104931,  pineapple
104931,  kiwi
104931,  butter
104931,  cream and   vanilla
104933,grass
104933,  gooseberry
104933,  grapefruit
104933,  lime
104933,  melon
104933,  citrus
104933,  mineral and   flint
104950,ripe cherry
104950,  plum
104950,  strawberry
104950,  raspberry and   mushroom
104963,currant
104963,  blackberry
104963,  cherry
104963,  bell pepper
104963,  olive
104963,  asparagus
104963,  spice
104963,  ginger
104963,  oak and   vanilla
104966,jam
104966,  dark berry fruit
104966,  high tannin and   black pepper
104969,currant
104969,  blackberry
104969,  cherry
104969,  bell pepper
104969,  olive
104969,  asparagus
104969,  spice
104969,  ginger
104969,  oak
104969,  vanilla
104969,  black cherry
104969,  plum
104969,  smoke
104969,  toast
104969,  tar
104969,  tobacco
104969,  raspberry
104969,  cassis
104969,  violet
104969,  pepper
104969,  green bean
104969,  earth
104969,  green
104969,  mocha
104969,  lead
104969,  cedar
104969,  molasses and   dark fruit
104970,ripe cherry
104970,  plum
104970,  strawberry
104970,  raspberry and   mushroom
104984,fig
104984,  lemon
104984,  pear
104984,  saffron
104984,  grass and   bell pepper
104985,apple
104985,  pear
104985,  peach
104985,  apricot
104985,  lemon
104985,  lime
104985,  orange
104985,  pineapple
104985,  kiwi
104985,  butter
104985,  cream and   vanilla
104986,apple
104986,  pear
104986,  peach
104986,  apricot
104986,  lemon
104986,  lime
104986,  orange
104986,  pineapple
104986,  kiwi
104986,  butter
104986,  cream and   vanilla
105005,jam
105005,  blueberry
105005,  black pepper
105005,  cherry
105005,  plum
105005,  boysenberry
105005,  cranberry and   licorice
105009,ripe cherry
105009,  plum
105009,  strawberry
105009,  raspberry and   mushroom
105017,fig
105017,  lemon
105017,  pear
105017,  saffron
105017,  grass
105017,  bell pepper
105017,  gooseberry
105017,  grapefruit
105017,  lime
105017,  melon
105017,  citrus
105017,  mineral and   flint
105065,blackberry
105065,  cherry
105065,  smoke and   earth
105078,currant
105078,  blackberry
105078,  cherry
105078,  bell pepper
105078,  olive
105078,  asparagus
105078,  spice
105078,  ginger
105078,  oak
105078,  vanilla
105078,  tobacco
105078,  raspberry
105078,  cassis
105078,  violet
105078,  pepper
105078,  green bean
105078,  black cherry
105078,  plum
105078,  smoke
105078,  toast
105078,  tar
105078,  lead
105078,  cedar
105078,  molasses and   dark fruit
105088,blackberry
105088,  violet
105088,  oak
105088,  smoke
105088,  toast
105088,  vanilla
105088,  black currant
105088,  blackberry
105088,  dust and   leather
105091,black currant
105091,  blackberry
105091,  dust and   leather
105092,dark fruit
105092,  plum
105092,  cinnamon
105092,  earth and   blueberry
105101,chocolate
105101,  mocha
105101,  fig
105101,  earth
105101,  raisin
105101,  cranberry and   plum
105104,berry
105104,  sour cherry
105104,  tobacco
105104,  leather and   mushroom
105109,almond
105109,  flint
105109,  slate
105109,  lemon and   pear
105114,dark stone fruit
105114,  black cherry
105114,  smoke
105114,  herb and   bitter almond
105122,fig
105122,  lemon
105122,  pear
105122,  saffron
105122,  grass and   bell pepper
105123,berry
105123,  cherry
105123,  plum
105123,  earth
105123,  leather and   herb
105124,currant
105124,  blackberry
105124,  cherry
105124,  bell pepper
105124,  olive
105124,  asparagus
105124,  spice
105124,  ginger
105124,  oak and   vanilla
105125,mocha
105125,  herb
105125,  game
105125,  strawberry and   raspberry
105126,apple
105126,  pear
105126,  peach
105126,  apricot
105126,  lemon
105126,  lime
105126,  orange
105126,  pineapple
105126,  kiwi
105126,  butter
105126,  cream and   vanilla
105130,currant
105130,  blackberry
105130,  cherry
105130,  bell pepper
105130,  olive
105130,  asparagus
105130,  spice
105130,  ginger
105130,  oak and   vanilla
105132,ripe cherry
105132,  plum
105132,  strawberry
105132,  raspberry
105132,  mushroom
105132,  apple
105132,  pear
105132,  peach
105132,  apricot
105132,  lemon
105132,  lime
105132,  orange
105132,  pineapple
105132,  kiwi
105132,  butter
105132,  cream and   vanilla
105133,pear
105133,  lemon
105133,  mineral
105133,  biscuit and   vanilla
105141,apple
105141,  pear
105141,  peach
105141,  apricot
105141,  lemon
105141,  lime
105141,  orange
105141,  pineapple
105141,  kiwi
105141,  butter
105141,  cream and   vanilla
105146,black currant
105146,  blackberry
105146,  dust
105146,  leather
105146,  strawberry
105146,  vanilla
105146,  musk
105146,  green apple
105146,  lime
105146,  citrus
105146,  pear
105146,  acid
105146,  currant
105146,  blueberry
105146,  garrigue
105146,   cherry
105146,   raspberry and    earthiness
105164,blackberry
105164,  cherry
105164,  smoke and   earth
105166,blackberry
105166,  cherry
105166,  smoke and   earth
105168,blackberry
105168,  cherry
105168,  smoke and   earth
105171,currant
105171,  blackberry
105171,  cherry
105171,  bell pepper
105171,  olive
105171,  asparagus
105171,  spice
105171,  ginger
105171,  oak and   vanilla
105185,apple
105185,  pear
105185,  peach
105185,  apricot
105185,  lemon
105185,  lime
105185,  orange
105185,  pineapple
105185,  kiwi
105185,  butter
105185,  cream and   vanilla
105214,currant
105214,  blackberry
105214,  cherry
105214,  bell pepper
105214,  olive
105214,  asparagus
105214,  spice
105214,  ginger
105214,  oak
105214,  vanilla
105214,  lead
105214,  cedar
105214,  molasses
105214,  dark fruit
105214,  black cherry
105214,  plum
105214,  smoke
105214,  toast
105214,  tar
105214,  pepper
105214,  earth
105214,  green
105214,  mocha
105214,  tobacco
105214,  raspberry
105214,  cassis
105214,  violet and   green bean
105231,ripe cherry
105231,  plum
105231,  strawberry
105231,  raspberry and   mushroom
105233,raspberry
105233,  spice
105233,  dark cherry and   smoke
105236,red fruit
105236,  strawberry
105236,  raspberry
105236,  currant
105236,  black cherry
105236,  plum
105236,  bell pepper
105236,  olive
105236,  oak
105236,  smoke
105236,  toast
105236,  tar
105236,  blackberry
105236,  cherry
105236,  asparagus
105236,  spice
105236,  ginger and   vanilla
105237,red fruit
105237,  strawberry and   raspberry
105238,black currant
105238,  blackberry
105238,  dust
105238,  leather
105238,  currant
105238,  blueberry
105238,  strawberry
105238,  cherry
105238,  raspberry
105238,  licorice and   anise
105239,apple
105239,  pear
105239,  peach
105239,  apricot
105239,  lemon
105239,  lime
105239,  orange
105239,  pineapple
105239,  kiwi
105239,  butter
105239,  cream and   vanilla
105242,currant
105242,  blackberry
105242,  cherry
105242,  bell pepper
105242,  olive
105242,  asparagus
105242,  spice
105242,  ginger
105242,  oak
105242,  vanilla
105242,  black cherry
105242,  plum
105242,  smoke
105242,  toast
105242,  tar
105242,  lead
105242,  cedar
105242,  molasses
105242,  dark fruit
105242,  tobacco
105242,  raspberry
105242,  cassis
105242,  violet
105242,  pepper and   green bean
105246,ripe cherry
105246,  plum
105246,  strawberry
105246,  raspberry and   mushroom
105249,currant
105249,  blackberry
105249,  cherry
105249,  bell pepper
105249,  olive
105249,  asparagus
105249,  spice
105249,  ginger
105249,  oak
105249,  vanilla
105249,  black cherry
105249,  plum
105249,  smoke
105249,  toast
105249,  tar
105249,  blueberry and   strawberry
105269,currant
105269,  blackberry
105269,  cherry
105269,  bell pepper
105269,  olive
105269,  asparagus
105269,  spice
105269,  ginger
105269,  oak
105269,  vanilla
105269,  black cherry
105269,  plum
105269,  smoke
105269,  toast
105269,  tar
105269,  tobacco
105269,  raspberry
105269,  cassis
105269,  violet
105269,  pepper
105269,  green bean
105269,  lead
105269,  cedar
105269,  molasses and   dark fruit
105274,ripe cherry
105274,  plum
105274,  strawberry
105274,  raspberry and   mushroom
105276,currant
105276,  blackberry
105276,  cherry
105276,  bell pepper
105276,  olive
105276,  asparagus
105276,  spice
105276,  ginger
105276,  oak and   vanilla
105277,apple
105277,  pear
105277,  peach
105277,  apricot
105277,  lemon
105277,  lime
105277,  orange
105277,  pineapple
105277,  kiwi
105277,  butter
105277,  cream and   vanilla
105282,currant
105282,  blackberry
105282,  cherry
105282,  bell pepper
105282,  olive
105282,  asparagus
105282,  spice
105282,  ginger
105282,  oak and   vanilla
105290,currant
105290,  blackberry
105290,  cherry
105290,  bell pepper
105290,  olive
105290,  asparagus
105290,  spice
105290,  ginger
105290,  oak
105290,  vanilla
105290,  black cherry
105290,  plum
105290,  smoke
105290,  toast and   tar
105291,currant
105291,  blackberry
105291,  cherry
105291,  bell pepper
105291,  olive
105291,  asparagus
105291,  spice
105291,  ginger
105291,  oak and   vanilla
105294,red fruit
105294,  strawberry and   raspberry
105300,currant
105300,  blackberry
105300,  cherry
105300,  bell pepper
105300,  olive
105300,  asparagus
105300,  spice
105300,  ginger
105300,  oak
105300,  vanilla
105300,  lead
105300,  cedar
105300,  molasses and   dark fruit
